iteration,split,metric,value
29,val,binary_error,0.11252038412755934
30,val,binary_error,0.11252038412755934
31,val,binary_error,0.11179561514767168
32,val,binary_error,0.11088965392281211
33,val,binary_error,0.10980250045298061
34,val,binary_error,0.10944011596303678
35,val,binary_error,0.10799057800326146
36,val,binary_error,0.1061786555535423
37,val,binary_error,0.10509150208371082
38,val,binary_error,0.10472911759376699
39,val,binary_error,0.10364196412393549
40,val,binary_error,0.10237361840913209
41,val,binary_error,0.10164884942924443
42,val,binary_error,0.10074288820438486
43,val,binary_error,0.09911215799963762
44,val,binary_error,0.09929335024460953
45,val,binary_error,0.09838738901974996
46,val,binary_error,0.09748142779489039
47,val,binary_error,0.09675665881500271
48,val,binary_error,0.09566950534517123
49,val,binary_error,0.0953071208552274
50,val,binary_error,0.09421996738539591
51,val,binary_error,0.09367639065048015
52,val,binary_error,0.09313281391556441
53,val,binary_error,0.09277042942562058
54,val,binary_error,0.09313281391556441
55,val,binary_error,0.09186446820076101
56,val,binary_error,0.09150208371081718
57,val,binary_error,0.09132089146584527
58,val,binary_error,0.09077731473092952
59,val,binary_error,0.09095850697590144
60,val,binary_error,0.0905961224859576
61,val,binary_error,0.09095850697590144
62,val,binary_error,0.09132089146584527
63,val,binary_error,0.09113969922087335
64,val,binary_error,0.09095850697590144
65,val,binary_error,0.09041493024098568
66,val,binary_error,0.09041493024098568
67,val,binary_error,0.08969016126109802
68,val,binary_error,0.08914658452618228
69,val,binary_error,0.08969016126109802
70,val,binary_error,0.08987135350606994
71,val,binary_error,0.08950896901612611
72,val,binary_error,0.0893277767711542
73,val,binary_error,0.08860300779126654
74,val,binary_error,0.08824062330132271
75,val,binary_error,0.08805943105635079
76,val,binary_error,0.08805943105635079
77,val,binary_error,0.08660989309657546
78,val,binary_error,0.08697227758651929
79,val,binary_error,0.08679108534154738
80,val,binary_error,0.08697227758651929
81,val,binary_error,0.0871534698314912
82,val,binary_error,0.08751585432143505
83,val,binary_error,0.0871534698314912
84,val,binary_error,0.0871534698314912
85,val,binary_error,0.08697227758651929
86,val,binary_error,0.0871534698314912
87,val,binary_error,0.0871534698314912
88,val,binary_error,0.08697227758651929
89,val,binary_error,0.0871534698314912
90,val,binary_error,0.08642870085160355
91,val,binary_error,0.08624750860663163
92,val,binary_error,0.08606631636165972
93,val,binary_error,0.0858851241166878
94,val,binary_error,0.08606631636165972
95,val,binary_error,0.08642870085160355
96,val,binary_error,0.08570393187171589
97,val,binary_error,0.08606631636165972
98,val,binary_error,0.08642870085160355
99,val,binary_error,0.08624750860663163
100,val,binary_error,0.08624750860663163
101,val,binary_error,0.08642870085160355
102,val,binary_error,0.08570393187171589
103,val,binary_error,0.08660989309657546
104,val,binary_error,0.08570393187171589
105,val,binary_error,0.0858851241166878
106,val,binary_error,0.08570393187171589
107,val,binary_error,0.08497916289182823
108,val,binary_error,0.08407320166696865
109,val,binary_error,0.08334843268708099
110,val,binary_error,0.08334843268708099
111,val,binary_error,0.08316724044210907
112,val,binary_error,0.08298604819713716
113,val,binary_error,0.08316724044210907
114,val,binary_error,0.0835296249320529
115,val,binary_error,0.08280485595216525
116,val,binary_error,0.08262366370719333
117,val,binary_error,0.08280485595216525
118,val,binary_error,0.08298604819713716
119,val,binary_error,0.08262366370719333
120,val,binary_error,0.08298604819713716
121,val,binary_error,0.08334843268708099
122,val,binary_error,0.08244247146222142
123,val,binary_error,0.0822612792172495
124,val,binary_error,0.08189889472730567
125,val,binary_error,0.08189889472730567
126,val,binary_error,0.0822612792172495
127,val,binary_error,0.08262366370719333
128,val,binary_error,0.08280485595216525
129,val,binary_error,0.08244247146222142
130,val,binary_error,0.08262366370719333
131,val,binary_error,0.08244247146222142
132,val,binary_error,0.08244247146222142
133,val,binary_error,0.08280485595216525
134,val,binary_error,0.08262366370719333
135,val,binary_error,0.08244247146222142
136,val,binary_error,0.08208008697227759
137,val,binary_error,0.08153651023736184
138,val,binary_error,0.08153651023736184
139,val,binary_error,0.08189889472730567
140,val,binary_error,0.08117412574741802
141,val,binary_error,0.08135531799238993
142,val,binary_error,0.08117412574741802
143,val,binary_error,0.08081174125747417
144,val,binary_error,0.08135531799238993
145,val,binary_error,0.08135531799238993
146,val,binary_error,0.0809929335024461
147,val,binary_error,0.0809929335024461
148,val,binary_error,0.08081174125747417
149,val,binary_error,0.0809929335024461
